ID,Edad,Experiencia_Previa,Tipo_Ejercicio_Preferido,Frecuencia_Semanal_Planeada,Objetivo_Principal,Tiempo_Disponible_Sesion,Duración_Adherencia_Meses
1625,24,3,Natación,1,Rehabilitación,103,34
1626,38,3,Funcional,4,Mantenimiento,120,24
1627,30,5,Funcional,2,Tonificación,94,12
1628,29,5,Funcional,1,Pérdida de peso,95,15
1629,56,4,Boxeo,2,Flexibilidad,104,8
1630,56,4,CrossFit,3,Resistencia,30,13
1631,29,3,Funcional,3,Ganancia muscular,71,26
1632,45,4,CrossFit,5,Pérdida de peso,63,7
1633,57,7,Funcional,3,Flexibilidad,75,25
1634,40,3,Pilates,1,Rehabilitación,71,25
1635,41,7,Pesas,3,Rendimiento deportivo,120,7
1636,19,1,Yoga,5,Flexibilidad,45,13
1637,58,9,Pesas,6,Rendimiento deportivo,40,5
1638,40,8,Pesas,3,Mantenimiento,67,7
1639,24,1,Funcional,3,Rehabilitación,60,20
1640,58,3,Pilates,1,Pérdida de peso,62,36
1641,23,1,Boxeo,2,Resistencia,71,1
1642,63,6,Funcional,2,Pérdida de peso,65,20
1643,42,8,Funcional,4,Ganancia muscular,105,11
1644,59,10,Pilates,2,Pérdida de peso,96,36
1645,27,4,Pesas,4,Ganancia muscular,34,8
1646,40,4,Boxeo,1,Tonificación,95,11
1647,32,2,CrossFit,3,Tonificación,43,32
1648,41,8,Yoga,2,Rendimiento deportivo,69,22
1649,58,3,CrossFit,4,Rendimiento deportivo,93,27
1650,31,3,CrossFit,1,Ganancia muscular,75,16
1651,48,7,Boxeo,4,Rehabilitación,62,10
1652,27,1,Funcional,3,Tonificación,120,5
1653,53,3,Pesas,1,Rendimiento deportivo,61,36
1654,41,2,CrossFit,3,Rendimiento deportivo,41,17
1655,25,4,Natación,3,Rendimiento deportivo,72,3
1656,23,1,Natación,4,Mantenimiento,101,31
1657,22,0,Funcional,4,Rehabilitación,70,11
1658,18,1,Yoga,3,Rehabilitación,30,13
1659,33,5,Funcional,2,Ganancia muscular,71,21
1660,28,6,Cardio,2,Tonificación,37,11
1661,19,0,Pilates,1,Ganancia muscular,97,34
1662,32,3,Cardio,3,Tonificación,101,17
1663,37,8,Yoga,2,Mantenimiento,68,14
1664,58,9,CrossFit,3,Tonificación,62,12
1665,37,6,Yoga,3,Pérdida de peso,104,34
1666,55,5,Cardio,1,Rendimiento deportivo,71,12
1667,58,3,Pesas,3,Tonificación,69,13
1668,60,10,Cardio,7,Pérdida de peso,96,14
1669,28,5,Pilates,3,Rehabilitación,73,13
1670,52,2,CrossFit,3,Resistencia,94,35
1671,50,5,CrossFit,3,Pérdida de peso,120,31
1672,68,2,CrossFit,6,Ganancia muscular,120,13
1673,35,3,Boxeo,5,Mantenimiento,102,31
1674,31,3,Natación,2,Ganancia muscular,101,16
1675,39,1,Cardio,3,Flexibilidad,65,9
1676,38,1,Boxeo,4,Rehabilitación,37,13
1677,39,1,Yoga,4,Pérdida de peso,39,24
1678,44,6,Yoga,1,Pérdida de peso,72,7
1679,45,4,Funcional,3,Pérdida de peso,33,35
1680,26,4,Boxeo,7,Ganancia muscular,75,20
1681,28,5,CrossFit,5,Ganancia muscular,70,15
1682,30,1,Boxeo,2,Ganancia muscular,71,36
1683,50,5,Funcional,3,Resistencia,31,12
1684,60,8,Cardio,6,Pérdida de peso,101,17
1685,29,5,Pilates,2,Rendimiento deportivo,120,11
1686,44,8,Yoga,7,Resistencia,75,11
1687,46,7,Pilates,4,Tonificación,70,10
1688,53,5,Pilates,3,Tonificación,74,33
1689,34,5,Pilates,2,Ganancia muscular,72,29
1690,20,0,Funcional,4,Rendimiento deportivo,45,30
1691,69,8,Boxeo,4,Resistencia,60,15
1692,22,0,Cardio,1,Rehabilitación,72,2
1693,50,9,Natación,2,Mantenimiento,95,23
1694,51,4,Pilates,4,Tonificación,74,33
1695,48,1,Boxeo,1,Pérdida de peso,90,35
1696,60,10,Funcional,2,Rendimiento deportivo,104,18
1697,65,6,Yoga,4,Tonificación,62,16
1698,20,1,Yoga,3,Flexibilidad,69,23
1699,66,8,Cardio,3,Flexibilidad,96,29
1700,49,6,Cardio,6,Resistencia,90,20
1701,70,4,Pesas,4,Tonificación,101,21
1702,52,7,Yoga,5,Flexibilidad,43,14
1703,50,2,CrossFit,2,Pérdida de peso,120,13
1704,34,2,Pilates,5,Rehabilitación,40,32
1705,37,5,Boxeo,3,Rehabilitación,105,30
1706,36,7,Cardio,1,Mantenimiento,34,33
1707,29,1,Funcional,3,Rehabilitación,71,3
1708,57,9,Funcional,3,Tonificación,97,8
1709,24,2,Yoga,5,Ganancia muscular,43,4
1710,50,10,CrossFit,3,Tonificación,101,11
1711,21,0,Yoga,2,Rendimiento deportivo,67,22
1712,68,3,CrossFit,2,Resistencia,42,4
1713,21,0,Yoga,1,Pérdida de peso,74,7
1714,23,2,Natación,2,Resistencia,44,12
1715,53,10,Pesas,5,Pérdida de peso,42,13
1716,58,10,CrossFit,5,Flexibilidad,120,34
1717,27,5,Natación,1,Rendimiento deportivo,67,19
1718,55,8,Natación,2,Mantenimiento,92,33
1719,36,8,Yoga,5,Pérdida de peso,120,21
1720,33,0,CrossFit,4,Tonificación,104,8
1721,24,0,CrossFit,5,Tonificación,99,24
1722,45,6,Natación,3,Resistencia,34,11
1723,45,1,CrossFit,3,Tonificación,120,36
1724,43,2,Yoga,2,Rehabilitación,99,11
1725,61,4,Cardio,1,Resistencia,120,33
1726,29,3,Natación,2,Flexibilidad,61,3
1727,28,4,Natación,7,Rehabilitación,102,32
1728,68,4,Funcional,3,Mantenimiento,73,25
1729,64,9,CrossFit,3,Ganancia muscular,120,16
1730,23,3,Funcional,4,Tonificación,37,23
1731,20,0,Yoga,2,Ganancia muscular,94,18
1732,50,8,Funcional,3,Rehabilitación,74,14
1733,40,5,Natación,4,Rendimiento deportivo,120,32
1734,22,2,CrossFit,2,Tonificación,99,8
1735,70,5,Funcional,3,Tonificación,72,34
1736,63,5,Pesas,5,Rehabilitación,99,18
1737,28,4,Natación,3,Rendimiento deportivo,120,23
1738,18,2,Cardio,7,Rendimiento deportivo,31,35
1739,48,7,Boxeo,1,Pérdida de peso,44,30
1740,55,3,Natación,6,Rendimiento deportivo,120,16
1741,29,5,Pesas,5,Rehabilitación,120,18
1742,40,8,Pesas,2,Tonificación,42,16
1743,32,5,CrossFit,1,Tonificación,61,16
1744,19,3,Boxeo,6,Tonificación,68,17
1745,38,1,Cardio,4,Mantenimiento,120,3
1746,43,3,Cardio,3,Pérdida de peso,37,9
1747,60,8,Natación,3,Tonificación,69,29
1748,23,1,CrossFit,3,Rehabilitación,30,12
1749,61,10,Pilates,4,Rendimiento deportivo,104,27
1750,28,4,Boxeo,7,Resistencia,75,8
1751,56,8,CrossFit,3,Flexibilidad,70,2
1752,68,4,Pesas,3,Flexibilidad,60,6
1753,41,8,Pilates,4,Flexibilidad,101,5
1754,53,6,Yoga,4,Rehabilitación,120,3
1755,27,1,Boxeo,6,Pérdida de peso,64,15
1756,32,5,Natación,3,Mantenimiento,75,34
1757,62,8,Boxeo,6,Pérdida de peso,99,26
1758,24,3,Boxeo,3,Tonificación,100,12
1759,48,8,Boxeo,7,Pérdida de peso,66,15
1760,23,2,Yoga,2,Resistencia,68,13
1761,39,2,Natación,3,Ganancia muscular,66,8
1762,55,3,Funcional,3,Tonificación,99,25
1763,32,3,Natación,4,Rendimiento deportivo,98,22
1764,36,1,Funcional,7,Rendimiento deportivo,72,8
1765,56,7,CrossFit,3,Mantenimiento,120,28
1766,26,0,Funcional,1,Flexibilidad,120,13
1767,55,6,Boxeo,3,Flexibilidad,120,9
1768,44,7,Natación,6,Rehabilitación,61,22
1769,61,10,Natación,4,Tonificación,39,25
1770,40,2,Boxeo,4,Tonificación,45,22
1771,57,5,Yoga,2,Flexibilidad,65,4
1772,35,5,Cardio,4,Mantenimiento,120,3
1773,70,3,Pilates,2,Pérdida de peso,38,24
1774,44,3,Pesas,3,Rehabilitación,69,4
1775,19,1,Cardio,3,Rendimiento deportivo,93,11
1776,48,6,Natación,1,Pérdida de peso,120,1
1777,33,6,Pilates,2,Rendimiento deportivo,92,4
1778,45,4,Natación,5,Rehabilitación,120,4
1779,29,3,Yoga,4,Resistencia,36,25
1780,63,2,Funcional,4,Pérdida de peso,95,20
1781,39,2,Boxeo,3,Pérdida de peso,91,32
1782,34,6,Pilates,1,Ganancia muscular,120,15
1783,24,0,CrossFit,4,Rendimiento deportivo,95,29
1784,29,1,Boxeo,4,Tonificación,120,1
1785,69,4,Funcional,2,Ganancia muscular,101,16
1786,22,3,Natación,2,Resistencia,95,32
1787,39,7,Boxeo,3,Tonificación,120,22
1788,53,4,Funcional,5,Mantenimiento,41,14
1789,44,7,CrossFit,7,Tonificación,65,11
1790,39,3,Funcional,1,Ganancia muscular,66,14
1791,54,7,Natación,1,Mantenimiento,71,16
1792,26,5,CrossFit,2,Rendimiento deportivo,102,30
1793,34,1,Funcional,4,Tonificación,73,7
1794,33,5,Yoga,1,Flexibilidad,120,21
1795,19,3,CrossFit,5,Ganancia muscular,120,22
1796,28,3,Yoga,3,Mantenimiento,42,12
1797,49,8,Pesas,5,Pérdida de peso,71,10
1798,67,8,Yoga,5,Pérdida de peso,101,4
1799,24,2,Cardio,5,Ganancia muscular,99,1
1800,64,8,Pesas,3,Mantenimiento,120,34
1801,27,3,Funcional,4,Resistencia,120,10
1802,21,0,Boxeo,4,Pérdida de peso,120,1
1803,30,3,Pilates,7,Tonificación,68,5
1804,24,3,Natación,5,Tonificación,71,11
1805,29,4,Pilates,2,Rendimiento deportivo,99,27
1806,37,7,Natación,4,Rendimiento deportivo,61,5
1807,18,2,Yoga,3,Pérdida de peso,30,33
1808,52,7,Cardio,3,Tonificación,120,16
1809,25,2,Pilates,4,Rendimiento deportivo,60,15
1810,19,0,Yoga,1,Tonificación,42,22
1811,34,1,Natación,5,Ganancia muscular,45,22
1812,68,2,Pilates,3,Mantenimiento,74,15
1813,50,3,Yoga,6,Mantenimiento,71,33
1814,31,3,CrossFit,6,Ganancia muscular,71,15
1815,22,1,Cardio,6,Pérdida de peso,120,28
1816,67,2,Pilates,3,Rehabilitación,105,35
1817,59,4,Pilates,3,Resistencia,45,33
1818,25,2,Natación,4,Ganancia muscular,69,25
1819,28,3,CrossFit,3,Flexibilidad,36,23
1820,29,3,Funcional,3,Rendimiento deportivo,95,19
1821,52,7,Pesas,2,Ganancia muscular,64,25
1822,28,6,Yoga,7,Ganancia muscular,60,14
1823,69,9,CrossFit,4,Mantenimiento,60,30
1824,38,8,CrossFit,5,Mantenimiento,120,17
1825,38,6,Funcional,2,Resistencia,100,26
1826,42,6,Funcional,5,Pérdida de peso,43,16
1827,37,4,Funcional,3,Rendimiento deportivo,75,15
1828,21,0,Natación,4,Rehabilitación,64,26
1829,54,8,CrossFit,7,Pérdida de peso,66,5
1830,23,0,Cardio,5,Ganancia muscular,99,5
1831,40,3,Cardio,3,Resistencia,95,26
1832,41,8,Funcional,4,Mantenimiento,94,23
1833,32,2,Pesas,7,Resistencia,68,33
1834,60,7,Yoga,2,Mantenimiento,73,17
1835,23,1,Boxeo,4,Mantenimiento,64,11
1836,19,3,Boxeo,2,Tonificación,30,34
1837,51,8,Boxeo,2,Mantenimiento,100,4
1838,42,7,Cardio,2,Rendimiento deportivo,120,5
1839,31,3,Cardio,1,Flexibilidad,30,10
1840,55,10,Yoga,3,Pérdida de peso,75,12
1841,40,8,Boxeo,3,Tonificación,31,2
1842,18,0,Pesas,6,Tonificación,105,28
1843,44,7,Yoga,4,Rendimiento deportivo,120,6
1844,48,1,Pesas,3,Ganancia muscular,93,20
1845,33,3,Pesas,6,Tonificación,90,5
1846,23,1,Cardio,6,Pérdida de peso,96,24
1847,62,10,Pilates,2,Rehabilitación,71,26
1848,60,9,Natación,2,Rendimiento deportivo,90,13
1849,45,5,CrossFit,3,Ganancia muscular,102,15
1850,66,5,CrossFit,2,Rehabilitación,120,3
1851,46,6,Funcional,5,Tonificación,95,3
1852,60,10,Yoga,5,Resistencia,105,35
1853,33,0,CrossFit,3,Flexibilidad,63,30
1854,49,3,CrossFit,3,Rendimiento deportivo,65,11
1855,54,4,Cardio,5,Resistencia,91,25
1856,44,7,CrossFit,6,Rehabilitación,104,27
1857,18,1,Boxeo,4,Ganancia muscular,71,6
1858,52,9,Funcional,4,Ganancia muscular,100,31
1859,41,6,Natación,2,Rendimiento deportivo,63,27
1860,70,4,Cardio,2,Ganancia muscular,120,16
1861,36,5,Yoga,6,Resistencia,70,3
1862,31,4,Funcional,6,Rehabilitación,66,5
1863,56,7,Cardio,3,Flexibilidad,44,36
1864,18,3,CrossFit,1,Resistencia,120,25
1865,29,5,Pesas,3,Rendimiento deportivo,69,24
1866,68,7,CrossFit,3,Ganancia muscular,44,15
1867,45,5,Boxeo,3,Tonificación,69,14
1868,45,7,Pilates,2,Tonificación,93,6
1869,50,6,Yoga,3,Tonificación,75,29
1870,61,10,Funcional,3,Rendimiento deportivo,32,23
1871,48,1,CrossFit,2,Tonificación,74,23
1872,48,3,Yoga,1,Resistencia,102,7
1873,59,10,Pesas,5,Resistencia,120,3
1874,29,4,Pesas,2,Ganancia muscular,67,24
1875,58,6,Yoga,7,Pérdida de peso,66,7
1876,30,3,CrossFit,3,Flexibilidad,120,35
1877,33,0,Cardio,1,Ganancia muscular,40,11
1878,57,7,CrossFit,1,Rehabilitación,65,6
1879,18,3,Funcional,2,Rendimiento deportivo,120,35
1880,23,0,Pesas,5,Tonificación,93,23
1881,43,3,CrossFit,3,Mantenimiento,40,13
1882,48,7,Cardio,3,Mantenimiento,34,30
1883,42,1,Pilates,7,Tonificación,67,25
1884,62,5,Funcional,2,Flexibilidad,73,31
1885,43,2,Funcional,7,Tonificación,100,12
1886,60,2,Pilates,2,Tonificación,31,14
1887,68,9,Natación,4,Ganancia muscular,90,26
1888,33,2,Pesas,6,Rendimiento deportivo,64,4
1889,60,7,CrossFit,6,Flexibilidad,63,21
1890,22,0,Boxeo,4,Rehabilitación,120,3
1891,69,3,Boxeo,4,Tonificación,44,35
1892,29,5,Pilates,3,Mantenimiento,32,31
1893,20,0,Cardio,2,Resistencia,91,29
1894,21,1,CrossFit,3,Resistencia,74,12
1895,69,9,CrossFit,3,Rehabilitación,41,20
1896,68,10,Boxeo,6,Rendimiento deportivo,65,36
1897,60,6,Natación,7,Rehabilitación,120,20
1898,20,2,Yoga,4,Pérdida de peso,74,5
1899,37,3,Cardio,4,Rendimiento deportivo,60,20
1900,49,2,Funcional,7,Rendimiento deportivo,102,20
1901,31,4,Cardio,3,Ganancia muscular,63,27
1902,37,7,Cardio,2,Pérdida de peso,72,35
1903,44,2,Yoga,1,Rendimiento deportivo,43,32
1904,63,10,Pilates,2,Flexibilidad,33,9
1905,35,2,Pilates,3,Rendimiento deportivo,61,9
1906,41,8,CrossFit,3,Mantenimiento,71,22
1907,49,2,Pilates,4,Rehabilitación,102,9
1908,69,7,Pilates,4,Rendimiento deportivo,62,6
1909,22,1,Cardio,3,Tonificación,94,3
1910,67,2,Yoga,3,Resistencia,39,32
1911,60,3,Pilates,2,Mantenimiento,92,29
1912,51,10,Pilates,7,Tonificación,73,9
1913,49,4,Pilates,4,Tonificación,60,23
1914,34,0,Pilates,3,Pérdida de peso,71,19
1915,25,3,CrossFit,7,Tonificación,40,31
1916,44,5,Pilates,7,Flexibilidad,42,10
1917,42,4,Yoga,1,Mantenimiento,104,14
1918,57,9,Yoga,4,Ganancia muscular,68,33
1919,41,8,Natación,2,Pérdida de peso,71,26
1920,22,1,CrossFit,3,Rendimiento deportivo,99,36
1921,61,10,Pesas,4,Ganancia muscular,64,31
1922,23,3,Pesas,3,Ganancia muscular,63,33
1923,43,3,Pilates,3,Rehabilitación,72,20
1924,44,4,Pesas,4,Pérdida de peso,66,23
1925,43,5,Pesas,3,Flexibilidad,31,4
1926,61,9,Funcional,4,Rendimiento deportivo,90,28
1927,51,3,Boxeo,4,Flexibilidad,66,27
1928,24,2,CrossFit,3,Ganancia muscular,70,6
1929,57,10,Natación,4,Pérdida de peso,67,36
1930,29,1,Natación,2,Resistencia,71,23
1931,65,3,Yoga,1,Mantenimiento,39,6
1932,19,0,Funcional,2,Rendimiento deportivo,33,33
1933,32,5,Funcional,2,Resistencia,66,19
1934,53,7,Pilates,3,Resistencia,36,18
1935,27,5,Cardio,2,Rehabilitación,34,23
1936,29,5,CrossFit,1,Rehabilitación,60,6
1937,51,6,Yoga,4,Ganancia muscular,72,4
1938,23,2,Natación,2,Tonificación,100,25
1939,64,2,Pesas,3,Rehabilitación,43,21
1940,57,9,CrossFit,6,Mantenimiento,105,12
1941,50,2,Yoga,3,Rendimiento deportivo,120,27
1942,70,2,Natación,3,Rendimiento deportivo,34,27
1943,60,7,Pesas,2,Resistencia,39,14
1944,27,1,Pilates,2,Mantenimiento,120,8
1945,58,7,Natación,1,Flexibilidad,64,28
1946,53,7,Yoga,4,Rendimiento deportivo,33,33
1947,32,1,Cardio,2,Resistencia,120,25
1948,58,2,Boxeo,3,Mantenimiento,71,35
1949,31,3,Pesas,3,Pérdida de peso,61,3
1950,28,5,Funcional,2,Flexibilidad,65,30
1951,58,2,Cardio,4,Rehabilitación,33,23
1952,34,4,Yoga,4,Rehabilitación,60,9
1953,21,2,Pesas,2,Tonificación,65,5
1954,23,2,Yoga,3,Flexibilidad,72,8
1955,57,6,Natación,2,Flexibilidad,62,4
1956,26,4,Natación,1,Mantenimiento,41,9
1957,25,3,Yoga,6,Mantenimiento,74,15
1958,45,7,Funcional,4,Pérdida de peso,67,25
1959,36,2,Boxeo,7,Mantenimiento,120,28
1960,62,10,Funcional,4,Flexibilidad,37,10
1961,21,0,Cardio,3,Flexibilidad,62,28
1962,29,6,Pesas,4,Pérdida de peso,73,11
1963,33,6,Pesas,3,Pérdida de peso,44,22
1964,70,7,CrossFit,2,Rendimiento deportivo,67,9
1965,38,8,CrossFit,1,Rendimiento deportivo,93,26
1966,54,8,Yoga,4,Rendimiento deportivo,120,7
1967,54,3,Pilates,6,Tonificación,39,1
1968,28,0,Funcional,3,Mantenimiento,74,34
1969,20,0,CrossFit,2,Flexibilidad,92,6
1970,34,5,Pilates,2,Resistencia,69,35
1971,48,5,Yoga,5,Rehabilitación,92,29
1972,40,3,CrossFit,2,Mantenimiento,60,10
1973,33,4,CrossFit,6,Tonificación,40,15
1974,52,10,Natación,2,Ganancia muscular,62,11
1975,19,2,Pilates,4,Resistencia,92,6
1976,42,8,Pesas,3,Tonificación,45,26
1977,41,5,Pesas,3,Pérdida de peso,94,23
1978,49,2,Cardio,1,Pérdida de peso,120,36
1979,57,2,Yoga,5,Flexibilidad,120,14
1980,60,6,Pesas,7,Resistencia,67,5
1981,65,6,Boxeo,3,Pérdida de peso,105,2
1982,62,3,Funcional,2,Rehabilitación,45,13
1983,46,3,Yoga,3,Flexibilidad,72,26
1984,28,1,Funcional,4,Resistencia,101,3
1985,18,0,Boxeo,3,Flexibilidad,41,1
1986,56,7,Pesas,4,Mantenimiento,120,17
1987,51,8,Yoga,2,Rendimiento deportivo,92,20
1988,60,3,Yoga,3,Pérdida de peso,74,33
1989,55,7,Boxeo,6,Tonificación,64,18
1990,27,3,Yoga,2,Mantenimiento,93,34
1991,33,5,Cardio,2,Flexibilidad,33,18
1992,69,6,Pilates,4,Resistencia,40,32
1993,19,0,Boxeo,1,Tonificación,37,9
1994,62,6,Natación,4,Mantenimiento,103,26
1995,21,3,Pesas,3,Mantenimiento,36,25
1996,30,0,Funcional,2,Resistencia,120,24
1997,27,4,Cardio,4,Flexibilidad,73,21
1998,48,6,Natación,4,Resistencia,120,5
1999,51,6,Pesas,2,Pérdida de peso,64,14
2000,38,8,Funcional,4,Rendimiento deportivo,60,34
2001,20,2,Pesas,7,Resistencia,63,16
2002,24,0,Natación,1,Resistencia,33,21
2003,60,4,Funcional,5,Resistencia,69,13
2004,43,1,CrossFit,4,Rendimiento deportivo,104,2
2005,38,3,Funcional,2,Rehabilitación,71,3
2006,38,4,Boxeo,5,Rehabilitación,120,8
2007,52,8,Cardio,2,Resistencia,120,1
2008,36,2,Cardio,5,Mantenimiento,120,8
2009,67,10,CrossFit,3,Pérdida de peso,34,23
2010,51,9,Boxeo,7,Rehabilitación,35,14
2011,24,2,Boxeo,3,Rendimiento deportivo,43,12
2012,64,2,Pesas,5,Ganancia muscular,91,30
2013,33,4,Pilates,3,Ganancia muscular,68,32
2014,65,3,Funcional,3,Resistencia,94,36
2015,59,7,Pilates,4,Mantenimiento,98,10
2016,52,6,Yoga,4,Tonificación,70,18
2017,70,2,Funcional,5,Flexibilidad,120,20
2018,63,6,Pesas,2,Resistencia,104,17
2019,20,3,Natación,2,Resistencia,69,11
2020,18,3,Cardio,3,Rehabilitación,97,22
2021,31,2,Natación,2,Resistencia,100,12
2022,41,8,CrossFit,2,Tonificación,72,30
2023,50,4,Pesas,2,Flexibilidad,72,4
2024,54,6,Cardio,4,Resistencia,94,13
2025,24,1,Boxeo,4,Rendimiento deportivo,120,18
2026,46,4,Pilates,2,Mantenimiento,62,21
2027,28,3,Pesas,3,Mantenimiento,62,14
2028,27,1,Natación,1,Mantenimiento,95,16
2029,26,4,Boxeo,2,Resistencia,72,30
2030,42,4,Cardio,3,Rehabilitación,64,5
2031,43,1,Boxeo,3,Flexibilidad,91,34
2032,49,6,Cardio,7,Tonificación,65,8
2033,32,2,Funcional,4,Pérdida de peso,120,5
2034,41,3,Natación,4,Mantenimiento,92,2
2035,46,8,Funcional,2,Flexibilidad,104,33
2036,68,6,CrossFit,3,Mantenimiento,120,34
2037,51,6,Yoga,3,Rendimiento deportivo,32,9
2038,64,4,Cardio,4,Pérdida de peso,95,15
2039,40,4,Funcional,3,Pérdida de peso,69,35
2040,22,1,Funcional,1,Resistencia,36,13
2041,39,4,Funcional,3,Rehabilitación,120,17
2042,29,2,Pesas,4,Ganancia muscular,92,26
2043,70,10,Natación,2,Flexibilidad,63,8
2044,62,7,Pesas,2,Mantenimiento,120,11
2045,19,0,Pilates,5,Rendimiento deportivo,70,35
2046,57,8,Pesas,1,Resistencia,44,2
2047,32,1,Funcional,1,Rehabilitación,105,14
2048,46,1,Cardio,4,Rehabilitación,91,25
2049,31,6,Funcional,2,Resistencia,74,26
2050,51,5,Pilates,2,Rendimiento deportivo,39,27
2051,40,8,Cardio,7,Mantenimiento,120,6
2052,43,8,Funcional,2,Pérdida de peso,105,11
2053,55,9,Boxeo,4,Flexibilidad,41,6
2054,54,9,Yoga,1,Ganancia muscular,36,26
2055,25,2,CrossFit,7,Rehabilitación,69,34
2056,58,2,Funcional,4,Tonificación,101,3
2057,69,9,Cardio,4,Rendimiento deportivo,104,35
2058,66,10,Cardio,2,Tonificación,100,22
2059,68,3,Boxeo,1,Ganancia muscular,103,10
2060,57,4,CrossFit,4,Pérdida de peso,69,2
2061,49,1,CrossFit,4,Ganancia muscular,64,1
2062,34,0,Yoga,1,Resistencia,105,34
2063,68,2,Pesas,7,Resistencia,73,19
2064,22,3,Cardio,2,Rehabilitación,72,24
2065,55,8,Boxeo,1,Rendimiento deportivo,120,24
2066,32,0,Pilates,3,Tonificación,69,31
2067,29,1,Natación,7,Tonificación,92,7
2068,40,6,Yoga,3,Tonificación,70,5
2069,21,1,Boxeo,5,Pérdida de peso,65,34
2070,41,1,Natación,3,Resistencia,120,1
2071,51,2,Cardio,2,Flexibilidad,120,12
2072,35,6,Funcional,3,Flexibilidad,31,2
2073,33,5,Yoga,1,Ganancia muscular,120,31
2074,53,2,Boxeo,2,Mantenimiento,61,13
2075,61,9,Pesas,1,Flexibilidad,63,21
2076,50,7,Boxeo,3,Tonificación,34,3
2077,63,4,Natación,3,Ganancia muscular,69,32
2078,65,3,Pesas,1,Rendimiento deportivo,45,17
2079,52,7,Pesas,4,Ganancia muscular,120,3
2080,56,9,Pilates,5,Rehabilitación,120,11
2081,38,4,Natación,1,Ganancia muscular,120,31
2082,61,2,Natación,4,Flexibilidad,120,2
2083,44,3,Pilates,3,Resistencia,61,20
2084,36,6,Pesas,3,Pérdida de peso,71,16
2085,29,0,Natación,5,Rendimiento deportivo,67,32
2086,48,3,CrossFit,2,Rehabilitación,34,9
2087,24,0,Natación,3,Tonificación,100,15
2088,47,4,Boxeo,4,Resistencia,44,34
2089,21,3,CrossFit,5,Mantenimiento,96,2
2090,57,9,Boxeo,2,Ganancia muscular,60,29
2091,18,0,Natación,2,Mantenimiento,37,15
2092,18,2,Cardio,2,Rehabilitación,70,18
2093,18,2,Yoga,3,Tonificación,31,13
2094,47,1,CrossFit,7,Rehabilitación,96,2
2095,44,5,CrossFit,2,Resistencia,120,26
2096,56,5,Pesas,1,Mantenimiento,120,17
2097,39,7,Yoga,2,Resistencia,68,30
2098,43,2,Natación,4,Tonificación,30,20
2099,36,8,Pilates,3,Rendimiento deportivo,73,22
2100,65,9,Pilates,3,Pérdida de peso,32,26
2101,24,3,Pesas,5,Resistencia,120,24
2102,56,8,Boxeo,3,Ganancia muscular,32,15
2103,36,2,Yoga,2,Pérdida de peso,99,7
2104,54,9,Yoga,2,Flexibilidad,120,11
2105,47,6,Pesas,1,Flexibilidad,74,24
2106,43,2,Natación,3,Tonificación,74,29
2107,32,4,Pesas,6,Tonificación,92,25
2108,24,1,CrossFit,3,Flexibilidad,102,3
2109,38,2,Pilates,4,Flexibilidad,120,33
2110,30,3,Natación,4,Rehabilitación,95,16
2111,18,1,Cardio,5,Rendimiento deportivo,103,4
2112,32,6,Pilates,2,Flexibilidad,95,26
2113,21,3,Yoga,1,Rehabilitación,63,24
2114,18,3,Funcional,7,Ganancia muscular,105,35
2115,38,5,Cardio,4,Ganancia muscular,120,22
2116,19,1,Cardio,4,Flexibilidad,37,19
2117,33,5,Funcional,5,Pérdida de peso,99,1
2118,29,3,Yoga,2,Pérdida de peso,31,8
2119,21,0,Cardio,7,Resistencia,95,1
2120,68,2,Pesas,4,Mantenimiento,72,29
2121,42,6,Cardio,2,Tonificación,104,34
2122,40,1,Yoga,3,Ganancia muscular,90,18
2123,47,3,Boxeo,3,Mantenimiento,120,24
2124,24,3,Yoga,2,Flexibilidad,60,15
2125,65,6,Boxeo,3,Tonificación,61,22
2126,65,7,Funcional,4,Flexibilidad,64,25
2127,24,1,Cardio,4,Rendimiento deportivo,69,27
2128,23,2,CrossFit,4,Resistencia,74,11
2129,31,2,Natación,1,Flexibilidad,38,2
2130,39,4,Pesas,3,Rehabilitación,120,3
2131,31,2,Yoga,3,Tonificación,65,11
2132,48,6,Natación,4,Ganancia muscular,91,14
2133,31,3,Yoga,3,Pérdida de peso,73,24
2134,47,1,Funcional,7,Pérdida de peso,95,11
2135,36,4,Natación,4,Ganancia muscular,44,27
2136,66,7,CrossFit,3,Flexibilidad,120,21
2137,19,2,Boxeo,2,Flexibilidad,120,32
2138,51,3,Cardio,5,Mantenimiento,100,4
2139,66,10,Cardio,5,Pérdida de peso,66,36
2140,34,5,CrossFit,1,Resistencia,96,32
2141,42,2,Natación,3,Rehabilitación,120,17
2142,18,1,Funcional,3,Pérdida de peso,62,26
2143,63,7,Boxeo,3,Pérdida de peso,98,28
2144,37,4,Cardio,4,Rehabilitación,91,16
2145,46,6,Pesas,1,Rendimiento deportivo,101,19
2146,43,1,Natación,7,Pérdida de peso,70,18
2147,31,1,Pesas,1,Pérdida de peso,92,33
2148,45,2,Pesas,5,Flexibilidad,99,24
2149,40,2,Funcional,2,Flexibilidad,98,7
2150,39,2,Yoga,2,Pérdida de peso,34,32
2151,43,3,Boxeo,1,Rehabilitación,71,21
2152,62,9,CrossFit,2,Pérdida de peso,36,10
2153,60,7,Cardio,1,Rendimiento deportivo,73,17
2154,31,6,Cardio,4,Tonificación,95,15
